episode,global_step,episode_return,episode_score,episode_length,epsilon,mean_loss,eval_mean_return,eval_mean_score,eval_mean_length
1,1360,-8749.8019,18.0,1360,0.995,0.0,0.0,0.0,0.0
2,1529,39.5773,7.0,169,0.990025,0.0,0.0,0.0,0.0
3,1849,76.3833,17.0,320,0.985075,0.0,0.0,0.0,0.0
4,2112,172.3538,40.0,263,0.98015,45.873262,0.0,0.0,0.0
5,2277,-193.5852,0.0,165,0.975249,58.500171,0.0,0.0,0.0
6,2977,-1222.725,2.0,700,0.970373,44.635415,0.0,0.0,0.0
7,3279,-414.4074,1.0,302,0.965521,49.32648,0.0,0.0,0.0
8,3808,-303.9406,2.0,529,0.960693,38.947127,0.0,0.0,0.0
9,3950,5.4591,6.0,142,0.95589,38.291605,0.0,0.0,0.0
10,4082,-3.5738,4.0,132,0.95111,35.731597,0.0,0.0,0.0
11,4310,-239.6975,1.0,228,0.946355,51.94485,0.0,0.0,0.0
12,4396,-185.2734,0.0,86,0.941623,37.344542,0.0,0.0,0.0
13,5293,-909.5533,1.0,897,0.936915,39.578388,0.0,0.0,0.0
14,5755,-456.5925,1.0,462,0.93223,37.640568,0.0,0.0,0.0
15,6635,-1540.1031,36.0,880,0.927569,37.940671,0.0,0.0,0.0
16,6932,83.7343,28.0,297,0.922931,45.280061,0.0,0.0,0.0
17,7404,-1411.0308,9.0,472,0.918316,31.627057,0.0,0.0,0.0
18,7605,26.8341,18.0,201,0.913725,34.973446,0.0,0.0,0.0
19,7735,2.331,4.0,130,0.909156,35.970383,0.0,0.0,0.0
20,8936,-3928.7854,4.0,1201,0.90461,33.351615,0.0,0.0,0.0
21,9202,-2.1611,11.0,266,0.900087,35.563934,0.0,0.0,0.0
22,9797,184.423,15.0,595,0.895587,30.963717,0.0,0.0,0.0
23,9914,-19.4584,4.0,117,0.891109,26.480198,0.0,0.0,0.0
24,10405,-213.0175,19.0,491,0.886654,41.173643,0.0,0.0,0.0
25,10592,-204.18,0.0,187,0.88222,38.05017,82.2993,35.2,199.2
26,10660,-63.1348,5.0,68,0.877809,33.845997,0.0,0.0,0.0
27,10844,62.2313,15.0,184,0.87342,27.143435,0.0,0.0,0.0
28,11475,-1065.664,1.0,631,0.869053,38.345448,0.0,0.0,0.0
29,12304,-1038.0263,3.0,829,0.864708,41.247213,0.0,0.0,0.0
30,12954,96.1501,34.0,650,0.860384,30.241872,0.0,0.0,0.0
31,14958,-12666.8083,47.0,2004,0.856082,32.619975,0.0,0.0,0.0
32,15259,185.3431,26.0,301,0.851802,44.988948,0.0,0.0,0.0
33,15807,-1033.9967,5.0,548,0.847543,51.782582,0.0,0.0,0.0
34,16089,134.5637,19.0,282,0.843305,36.174037,0.0,0.0,0.0
35,16505,-26.0486,18.0,416,0.839089,50.186056,0.0,0.0,0.0
36,17205,-720.5769,24.0,700,0.834893,43.914681,0.0,0.0,0.0
37,17435,-139.4479,5.0,230,0.830719,37.421442,0.0,0.0,0.0
